	RF Time	For Pwr (W) 	Refl Pwr (W)	Cycles Remaining	Recipe	Loop
	1382.1	 0.0	 0.0	3	NEW_Plasma_SiO2_200C	
	1385.1	 0.0	 0.0	3	NEW_Plasma_SiO2_200C	
	1388.1	 0.0	 0.0	3	NEW_Plasma_SiO2_200C	
	1391.1	300.0	 5.0	3	NEW_Plasma_SiO2_200C	
	1394.1	300.0	 2.0	3	NEW_Plasma_SiO2_200C	
	1397.1	300.0	 2.0	3	NEW_Plasma_SiO2_200C	
	1400.1	300.0	 1.0	3	NEW_Plasma_SiO2_200C	
	1403.1	300.0	 1.0	3	NEW_Plasma_SiO2_200C	
	1406.1	300.0	 1.0	3	NEW_Plasma_SiO2_200C	
	1409.1	300.0	 2.0	3	NEW_Plasma_SiO2_200C	
	1412.1	300.0	 2.0	3	NEW_Plasma_SiO2_200C	
	1415.1	300.0	 2.0	3	NEW_Plasma_SiO2_200C	
	1418.1	300.0	 2.0	3	NEW_Plasma_SiO2_200C	
	1421.1	 0.0	 0.0	3	NEW_Plasma_SiO2_200C	
	1424.1	 0.0	 0.0	3	NEW_Plasma_SiO2_200C	
	1427.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1430.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1433.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1436.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1439.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1442.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1445.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1448.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1451.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1454.1	300.0	 1.0	2	NEW_Plasma_SiO2_200C	
	1457.1	300.0	 2.0	2	NEW_Plasma_SiO2_200C	
	1460.1	300.0	 1.0	2	NEW_Plasma_SiO2_200C	
	1463.1	300.0	 1.0	2	NEW_Plasma_SiO2_200C	
	1466.1	300.0	 1.0	2	NEW_Plasma_SiO2_200C	
	1469.1	300.0	 2.0	2	NEW_Plasma_SiO2_200C	
	1472.1	300.0	 2.0	2	NEW_Plasma_SiO2_200C	
	1475.1	300.0	 2.0	2	NEW_Plasma_SiO2_200C	
	1478.1	300.0	 2.0	2	NEW_Plasma_SiO2_200C	
	1481.1	300.0	 1.0	2	NEW_Plasma_SiO2_200C	
	1484.1	 0.0	 0.0	2	NEW_Plasma_SiO2_200C	
	1487.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1490.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1493.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1496.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1499.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1502.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1505.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1508.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1511.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1514.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1517.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1520.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1523.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1526.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1529.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1532.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1535.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1538.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1541.1	300.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1544.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
	1547.1	 0.0	 0.0	1	NEW_Plasma_SiO2_200C	
